text,label,label_raw,source_dataset,emoji_flag
ممكن طريقة نرد بيس تاعي من 3جي لي 4 جي بلا ما نروح لي وكالة تاعهم ؟؟,0,0.0,dataset_3,0
حتى مبيليس ماعندك ماتقول فيها. 😑,1,1.0,dataset_3,-1
الخدمة تاعكم رائعة 💯,2,2.0,augmented,1
في البليدة راهي تلحق 89 ميقا قاوية,2,2.0,dataset_3,0
سرفيس مليح ✅ برافو,2,2.0,augmented,1
على 50 الف تزيد 60 الف يعني تروح حتى 110 هكذاا ولا نوو لاه ماشي 60 الف برك علاه نزيدها على 50 😡😡,0,-1.0,dataset_1,0
"votre centre d appel est une vraie catastrophe je ne sais ps que font vos superieurs, depuis une semaine que je fais une reclamation pour du credit perdu sans aucun retour(envoyé via la messagerie fb) , un message m a été envoyé par une certaine nesrine mais je vois pas de réactivité dans le traitement du probleme !! Djezzy",0,-1.0,dataset_1,0
الله يهديكم ريقلو غير ريزو تاعكم برك عروض معليش خلوهم توالا,0,1.0,dataset_2,0
Ooredoo Switch مليحة أني نخدم بيها,2,2.0,dataset_2,0
أكبر حشوة هي انك تحولها للسما 🤮 تخلاصلك في 10 ايام سريقة ديراكت,0,1.0,dataset_2,0
اسوء إنترنت في العالم 😑🖕,0,-1.0,dataset_1,-1
وهران مشاء الله سيتها تتمشى غايا,2,2.0,dataset_3,0
إدا يطلق هدو العروض وسرعة انترنت 512 يبخرو بيها,1,1.0,dataset_3,0
مزية كاين تقنية الvار 😂😂,1,0.0,dataset_1,-1
الريزو تاع موبيليس زبل خاشاكم,0,1.0,dataset_2,0
اكتيفيت نت ومحبتش تمشي باسكو تخرجلي 3g مالقري تيليفوني يقبل 4g نورمال قولولي كيفاش نبدل لابيس 4g,0,-1.0,dataset_1,0
saqssitehom homa machi nta,1,0.0,dataset_1,0
وجدته إلي في موبيليس لحد الان ليس متوفر بعد في محلات,0,0.0,dataset_3,0
لقد تم الرد على رسالتك في الخاص.نسرين من جازي 🙂,1,0.0,dataset_1,0
شريتها ب 600 دج فيها وماكتيفيا وتانيت قالي خير رقم من الميكرو ❤️,2,2.0,dataset_2,0
انا والله منسمحلك رحتلي مكسي ولات دايم,1,1.0,dataset_3,0
سلام،مدة صلاحية مزايا Extra ل HAYLA BEZZEF هي نفس مدة صلاحية التسجيل الشهري المشغل في خطك.زهرة من جازي :),1,0.0,dataset_1,0
تحيا الموبيليس,2,2.0,dataset_3,0
مدابكوم تحسنو كنكسيو راهي تقيلا,0,1.0,dataset_2,0
3ich la vie m3a mobilis,2,2.0,dataset_2,0
لوكان درت قبل التطبيق وبعد التطبيق,0,0.0,dataset_3,0
لقد حسنتم التغطية و حسنتم العروض واصبحت عروض موبليس هي الأفضل في الجزائر من حيث الفئة السعرية شكرا لكم,2,2.0,dataset_2,0
65 mb alger switcj,2,2.0,dataset_3,0
مرحبا،ماهو الإشكال تحديدا من فضلك ؟نسرين من جازي 🙂,1,0.0,dataset_1,0
هه احنا مازلنا بال 3g غير معنيين,1,1.0,dataset_3,0
واش يليق الواحد يعرش باش تردو عليه فالخاص,0,-1.0,dataset_1,0
ما عندنا 4g. في الجزائر جازي شبكه يهوديه.. لا تسرق اخاَك اليهودي واسرق غيره.. هذا هدفهم,0,-1.0,dataset_1,0
La 4g te3 ooredoo rahi habsa mel 10h te3 lil rani fi birkadem wechnou hada,1,1.0,dataset_3,0
Vive djezzy 👏,2,1.0,dataset_1,0
.10,1,0.0,dataset_1,0
انا عندي تمشي مليح,1,0.0,dataset_1,0
hchwa hchwa,0,-1.0,dataset_1,0
عرض مليح إذا توفرو تغطية و تدفق مقنعين,2,2.0,dataset_3,0
السلام عليكم أخي طوب 4 g فيها هدرة اليميتي للموبيليس؟ و اسكو كي تخلاص 1 g يمشي يوتيوب,0,0.0,dataset_3,0
كاين تاع 50جيغا تشريها 150 الف هدرة للخارج اورودو باطل مينقصوش ليجيغا,2,2.0,dataset_3,0
En plus sra9iin hasbiya lah wa ni3ma lwakiil fikom kamlin ya wjoh lmiziriya,0,-1.0,dataset_1,0
الكذب🔝🔝,0,-1.0,dataset_1,0
Tm,1,0.0,dataset_1,0
تكمل في 4 أيام,0,1.0,dataset_2,0
أنا من بكري نتفرج بيها تيكتوك باطل اليوتيوب و ماشي غي ليوم,2,2.0,augmented,0
هناك تحسن في التدفق,2,2.0,dataset_3,0
مرحبا، الرجاء مراسلتنا على الخاص من فضلك لمعالجة طلبك. زهرة من جازي,1,0.0,dataset_1,0
انا خلاص اخر يوم نزيد نستعمل فيه جيزي هذي اسوء انترنت واتصالات و اسوء شركة في الجزائر وزيد كل مرة يزيدو سعر تعبأت الرصيد والمشكل انهم متاكدين انو شريحتهم احسن من الباقي ياسراقين,0,-1.0,dataset_1,0
اخويا اوريدو راهي مكانش ديراكت بسك 8تاع ليل راهي تولي شبه منعدمة وفي نهار تتقطع تسما راك غالط في هدرتك,1,1.0,dataset_3,0
عرض سيء جدا ..كنت انتظر تدفق بسرعة منخفضة لا محدود ة ..اما المكالمات المجانية كثر خير الغرب عطاونا تطبيقات مجانية ..صوت وصورة ..أين هو العالم واين هي الجزائر😑😞,1,1.0,dataset_3,-1
مالا ندوروها موبيليس 💚💛,2,2.0,dataset_2,0
Votre est aussi merdique que votre réseau!!On veut internet illimité pas 5gb!!,0,-1.0,dataset_1,0
لماذا عرض 100دج أصبح 1200دج!!؟,1,0.0,dataset_1,0
2022و ماكاش تافيشي 4gو نزيد نشري بيس سڨمونا كونيكسيو خليكم من قوادة,0,1.0,dataset_2,0
اسوأ انترنت هي جيزي واكبر كذابين,1,1.0,dataset_3,0
ايعقل في دائرة عين اميناس دائرة اغلبها قواعد حياة لعمال الشركات البرترولية وثكنات عسكرية اغلب قاطينها لديهم اشتراك شهري في خدمات موبيليس والخدمات شبه منعدمة ..اهكذا يتم معاملة الزبائن من قبل المؤسسات الاقتصادية ؟!,0,1.0,dataset_2,0
4G w marahich kayna 5G ida talgoha ndiro day day,1,1.0,dataset_3,0
كنكسيو ثقيلة بزاف مستحيل تقدر تستهلك 5 جيقا في الشهر موبيليس هي الافضل بكل إمتياز,0,-1.0,dataset_1,0
لكونكيسيون عندنا déjà 0 وزيد ليميتاسيو هه صافي اغلقها وخلاص ..جيزي أعطي لنا الوقت لنهاية الشهر,1,1.0,dataset_3,0
مين تخرجو سبيسيال تاع ١٠٠ دج ڤوليلي دجيزي,1,0.0,dataset_1,0
Z3ma 30jr sah!! Machi 3jr?,1,0.0,dataset_1,0
وريدو منهم خير راهي كامل,2,2.0,augmented,0
Répondez moi en privé svp,1,0.0,dataset_1,0
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2,2.0,dataset_3,0
Aid mabrouk..msg privé envoyer veuillez rependre svp,1,0.0,dataset_1,0
عندي الشرائح 3 اي اوريدو ماشاء الله موبيليس ماشاء الله جيزي كارثة مدة شهر عندي 50 جيڨا استهلكت 1.3 جيڨا او كي رحت نشكي فشلولي اركايبي روح دير هاك امبعد حاجة وحدخرة اخر حاجة اقترحوها عليا اني انبدل تليفون . المهم باش ايقولو ان عندهم مشاكل في الشبكة متسمعهاش منهم سراقين,0,-1.0,dataset_1,0
عندي توب 4ج ومكتش منها وش رك تهدر كي ندير 50 الف شي ما تغير,1,1.0,dataset_3,0
انا عندي جازي عند احسن بي کثير من موبليس شھادہ للہ<br>18 ميغا في في الشھر موبيليس عمري ما ستھلکت منھا اکثر من 1 ميغا کارثة بمعنی الکلمة,2,2.0,dataset_3,0
.ab يجب شراء شريحة جديدة 😊,1,0.0,dataset_1,0
🇩🇿🇩🇿🇩🇿🇩🇿mahrez 👏👏,2,1.0,dataset_1,0
ana m3a ooredoo switch 3endi depuis un ans 100 mega tal3a,2,2.0,dataset_3,0
سعيد خبر,2,2.0,augmented,0
ياو توب كجي راهوم انحونا من الصولد؟,1,1.0,dataset_3,0
هيه والله كارثة,0,-1.0,dataset_1,0
لتشجيع المنافسة نفنرح على الزبائن بشراء شرائح موبيليس كشريحة رئيسية والشريحة السابقة للإستقبال فقط حتى يطورو نشاطاتهم,1,1.0,dataset_3,0
موبليس عالجونا المشكل رانا نعانيو لا ريزو لا كونكسيو,0,1.0,dataset_2,0
فهمونا مليح ، قصدكم تديو ثمن 2 دقايق فقط حتى اذا مكالمة ساعة ؟ ، قولو هكا الناس يتبالها مجانية تماما,1,0.0,dataset_1,0
اقسم بالله اكبر سراقين هما اوريدو,1,1.0,dataset_3,0
علا هاديك كونكسيون شابة,0,-1.0,dataset_1,0
J&#39;aime direct frr tkt t&#39;es une personne machallah rebi ywaf9ek inchallah mo7tawa au niveau 👏,0,0.0,dataset_3,0
كاش واحد ربح يبين روحه فتعليق ؟,1,0.0,dataset_1,0
تم الرد.شكرا لتواصلك بنا، نسرين من جازي 🙂,1,0.0,dataset_1,0
توب جيزي ويردو على المكالمات 😍,2,1.0,dataset_1,1
اي ميتة,1,1.0,dataset_3,0
حبيت نفهم حاجة تاع 300 جيغا اسكو بعد الشهر السادس كي نفليكسي 1500 دج ما يعطونيش 50 جيغا بيسك كاتبين سرعة مخفضة بعد 300 جيغا,0,0.0,dataset_3,0
موبليس في باب الرحبة مكاش انترنت .ربي يهديهم,1,1.0,dataset_3,0
ايا بركو عروض خادمة لمصلحتكم,1,0.0,dataset_1,0
Ya djezzy hiya mliha,2,1.0,augmented,0
يخدم جيزي سيريو,2,2.0,augmented,0
لاوين كونترول يعطوك 30 جيغا دائما ولا غير الشهر هذا و ترجع 15 جيغا كيما قبل,0,0.0,dataset_3,0
من فضلكم حاب نسقسي علا بيس 0780 قداه ولات من جيقا انطرنط من فضلكم,1,0.0,dataset_1,0
J'ai opté pour Djezzy depuis qlq mois .. je préfère djezzy,0,1.0,dataset_2,0
ooredoo zero makayen walo,1,1.0,dataset_3,0
انا تلحقلي جيزي حتا 30 ميقا..,2,2.0,dataset_3,0
Ooredoo gold mliha gold mliha,2,2.0,augmented,0
عرض عريض بلا فايدة,1,1.0,dataset_3,0
oui rani m3ak,1,0.0,dataset_1,0
وعليكم السلام ورحمة الله وبركاته <br>واللهم صل وسلم وبارك على سيدنا ونبينا وحبيبنا وشفيعنا وقائدنا وقدوتنا وقرة اعيننا محمد عليه افضل الصلاة والسلام,0,0.0,dataset_3,0
ماتكثرش الهدرة من فضلك، فالقناة تقنية، إقتصادية بحت فلا حاجة للغة الخشب، الهدرة و المغزى، و شكرا على أخذ الملاحظة بعين الاعتبار، فالمصلحة مشتركة بين متابعي القناة و Admin,0,0.0,dataset_3,0
موبيليس اضعف شبكة في جزائر,1,1.0,dataset_3,0
"Fi Italia 3andi 50 GB, unlimited call, unlimited messages 5,99€",1,0.0,dataset_1,0
والله غير مشا معيا بهذه الطرية كي شغلت سويتشر شكرا نحس روحي حشيتها لتبون,0,0.0,dataset_3,0
عندي عرض جيزي امتياز 100 دينار فيه 300 دينار نحو كل الشبكات و لكن ما مكتوبش فيه حجم الانترنت .. حابة نعرف شحال فيه من جيقا,1,0.0,dataset_1,0
يحيا الجيزي,2,2.0,dataset_2,0
بزاف مليحة عروض,2,2.0,augmented,0
Tfooh,0,-1.0,dataset_1,0
يخو قوللنا الحل تع هايلة جيزي متمشيش كامل في نهار,0,0.0,dataset_3,0
321 فهمو..,0,0.0,dataset_3,0
50 جيغا نتاع سويتش تخلاصلي في سمانة,1,1.0,dataset_3,0
> تمشي خفيفة,2,2.0,dataset_3,0
7€/ 1 moi <br>200mb/s <br>ابكي على زهرك ايها المواطن الفرنسي,1,1.0,dataset_3,0
نشاله كي تكون انترنت خفيف في الليل نشريها,0,-1.0,dataset_1,0
لصوص,1,0.0,dataset_1,0
أسوء متعامل,0,1.0,dataset_2,0
خويا قدها من يوم شهر تقعد ولا اقل,0,0.0,dataset_3,0
❤️❤️❤️😍😍@,2,1.0,dataset_1,1
لفهم يفهمنا,0,0.0,dataset_3,0
الخدمة تاعكم رائعة صح,2,2.0,augmented,0
انترنات 0 باش تلشرجي تقعد سمانة ولا تلشرجيت عندنا في عين تموشنت😢😢,0,-1.0,dataset_1,0
مشكور علىالجديد,2,2.0,dataset_3,0
أولا سڨمو الريزو لوكان يعطوك 100 جيقا في شهر مش راح تستهلك غير 1جيقا لانو ماتمشيش ريزو عيان.. ثانيا يعطولك عرض وماتقدر تبدل لعرض آخر ولا شئ واذا حاب عرض جديد لازمك تسمح في رقم الهاتف تاعك.. ثلاثا الإجابة اللي ديما يقولوهالك كي دير ريكلاماسيون على ريزو يقلك فرقنا التقنية تحاول جاهدة اصلاح الخلل وسوف يتم اصلاحه في اقرب وقت..وقت الاصلاح ماحبش يلحق كامل راني في عامين.,0,1.0,dataset_2,0
Ya djezzy wlh ila bzzaf 3liha tkhfaf 30 min tat9al 5h,1,1.0,dataset_3,0
هذيك هي الحشوة ..ماكاش ايليميتي نحو موبيليس,0,1.0,dataset_2,0
. . لا أعلم من سيرى تعليقى ولكن أنا قارئ للقران الكريم 😍🙏 فهل من مشجع لأهل القرآن 😍💙🌹🌴..,0,0.0,dataset_3,1
نهار جاء باروش تاع منتج فيديوهات الدعارة عطاولو انترنت فائقة السرعة للمواطن ومعندوش مسكين ،يعرفو يسرقوا غير الشعب هذ الشركات الدنيئة وذات خدمات الدنيئة منعرف علاه الدولة ساكتة عليهم هك والله,0,0.0,dataset_3,0
بصح في تمنراست عندنا جيزي هي جيزي هي الافضل من ناحية السرعة و حتى جودة الاتصال,2,2.0,augmented,0
اهلا انا يوتيوبر جزائري احاول ان ابدا الستريم بصح راك تشوف مكانش الابلود واش العرض يلي قلتلنا عليه,0,0.0,dataset_3,0
الانترنات ضعيفة ضعيفة جدا معكم في هاذه الايام حسنو الخدمة او نتنازل علي خدمتكم,0,-1.0,dataset_1,0
اني بديت نسمي في ولادي لي راح نتزوج ب باباهم كي نروح معاكم و نهربلكم 🤣🤣,1,0.0,dataset_1,0
نرجو تحسين التدفق,1,0.0,dataset_2,0
hadi gta5 bsa7 9alk en general ta3 grand thef auto,1,0.0,dataset_1,0
يا و وراه الايف,1,0.0,dataset_1,0
عرض pix افضل,1,0.0,dataset_2,0
عيدمبارك للجميع ان شاء الله .الريزو من الصباح لحد الان ما كانش في ولاية الوادي,0,-1.0,dataset_1,0
وداعا جيزي,1,1.0,dataset_3,0
سامحنا خويا لعزيز.. انها فاشلة نقعد من دون انترنت خير..256 والله عيب كبير,1,1.0,dataset_3,0
السلام عليكم فليكسيت1300دج في لا وين انتاعي عن طريق الذهبية اخطات في العرض وضعتها فيinternational هل يمكن الاستفادة من الانترنات او تعويضها او ارسالها الى شخص اخر وشكرا,0,0.0,dataset_3,0
